#;t;TDS.Gravity.1
2;204923;1914.062
3;231619;1923.828
6;396210;1884.766
7;410778;1909.180
8;418179;1914.062
9;430461;1904.297
10;441810;1909.180
20;1319736;1914.062
21;1343227;1899.414
22;1366806;1904.297
23;1392894;1914.062
24;1463377;1894.531
35;2456211;2426.758
36;2500100;2426.758
37;2522151;2426.758
38;2552721;2431.641
39;2581890;2426.758
