sensor_id,timestamp,value
0,1636629572,184
0,1636629575,184
0,1636629578,184
0,1636629581,184
0,1636629584,185
0,1636629587,184
0,1636629590,185
0,1636629593,184
0,1636629596,185
0,1636629599,185
0,1636629602,185
0,1636629605,185
0,1636629608,185
0,1636629611,185
0,1636629614,185
0,1636629617,185
0,1636629620,185
0,1636629623,185
0,1636629626,185
0,1636629629,185
0,1636629632,185
0,1636629635,185
0,1636629638,185
0,1636629641,185
0,1636629644,185
0,1636629647,185
0,1636629650,185
0,1636629653,185
0,1636629656,185
0,1636629659,185
0,1636629662,185
0,1636629665,185
0,1636629668,185
0,1636629671,185
0,1636629674,185
0,1636629677,185
0,1636629680,185
0,1636629683,185
0,1636629686,185
0,1636629689,185
0,1636629692,185
0,1636629695,185
0,1636629698,185
0,1636629701,185
0,1636629704,185
0,1636629707,185
0,1636629710,185
0,1636629713,185
0,1636629716,185
0,1636629719,185
0,1636629722,185
0,1636629725,185
0,1636629728,185
0,1636629731,185
0,1636629734,185
0,1636629737,185
0,1636629741,185
0,1636629744,185
0,1636629747,185
0,1636629750,185
0,1636629753,185
0,1636629756,185
0,1636629759,185
0,1636629762,184
0,1636629765,184
0,1636629768,184
0,1636629771,184
0,1636629774,184
0,1636629777,185
0,1636629780,185
0,1636629783,185
0,1636629786,185
0,1636629789,184
0,1636629792,185
0,1636629795,185
0,1636629798,185
0,1636629801,185
0,1636629804,185
0,1636629807,185
0,1636629810,185
0,1636629813,185
0,1636629816,185
0,1636629819,185
0,1636629822,185
0,1636629825,185
0,1636629828,185
0,1636629831,185
0,1636629834,185
0,1636629837,185
0,1636629840,185
0,1636629843,185
0,1636629846,185
0,1636629849,185
0,1636629852,185
0,1636629855,185
0,1636629858,185
0,1636629861,185
0,1636629864,185
0,1636629867,185
0,1636629870,185
0,1636629873,185
0,1636629876,186
0,1636629879,185
0,1636629882,185
0,1636629885,185
0,1636629888,185
0,1636629891,185
0,1636629894,185
0,1636629897,185
0,1636629900,185
0,1636629903,185
0,1636629906,185
