-0.10,46702172
-0.10,5230230,523013500
-0.20,523014944
-0.20,523016392
-0.20,523017836
-0.20,523019280
-0.20,523020724
-0.20,523022172
-0.10,5230230,523013500
-0.20,523014944
-0.20,523016392
-0.20,523017836
-0.20,523019280
-0.20,523020724
-0.20,523022172
-0.10,523023-0.20,107384
-0.20,108000
-0.10,108624
-0.20,109240
-0.20,109876
-0.10,110496
-0.20,111120
-0.20,111752
-0.10,112372
-0.20,113000
-0.20,114032
-0.20,115224
-0.20,116412
-0.20,117604
-0.20,118800
-0.20,119984
-0.20,121172
-0.20,122364
-0.20,123552
-0.20,124744
-0.20,125932
-0.20,127124
-0.30,128312
-0.20,129504
-0.20,130692
-0.10,131884
-0.20,133072
-0.20,134264
-0.20,135452
-0.20,136644
-0.20,137832
-0.10,139024
-0.20,140212
-0.20,141404
-0.20,142592
-0.20,143784
-0.20,144972
-0.20,146164
-0.20,147352
-0.20,148544
-0.20,149732
-0.20,150924
-0.20,152112
-0.10,153304
-0.30,154492
-0.20,155684
-0.10,156872
-0.20,158064
-0.20,159252
-0.10,160444
-0.20,161632
-0.20,162828
-0.10,164012
-0.20,165204
-0.20,166392
-0.20,167584
-0.20,168772
-0.20,169964
-0.20,171152
-0.20,172344
-0.20,173532
-0.20,174724
-0.20,175912
-0.20,177104
-0.20,178292
-0.20,179484
-0.20,180672
-0.20,181864
-0.20,183052
-0.10,184244
-0.20,185432
-0.20,186624
-0.20,187812
-0.20,189004
-0.20,190192
-0.10,191384
-0.10,192572
-0.20,193764
-0.20,194952
-0.20,196144
-0.10,197332
-0.20,198524
-0.20,199712
-0.10,200904
-0.20,202092
-0.20,203284
-0.20,204472
-0.20,205664
-0.20,206860
-0.20,208044
-0.20,209232
-0.20,210424
-0.20,211612
-0.20,212804
-0.20,213992
-0.20,215184
-0.20,216372
-0.20,217564
-0.20,218752
-0.30,219944
-0.20,326132
-0.20,326752
-0.20,327372
-0.20,327996
-0.20,328624
-0.20,329252
-0.20,329876
-0.20,330504
-0.20,331128
-0.20,331756
-0.20,332780
-0.20,333968
-0.20,335160
-0.20,336348
-0.20,337540
-0.20,338728
-0.20,339920
-0.20,341108
-0.20,342300
-0.20,343488
-0.20,344680
-0.20,345868
-0.20,347060
-0.20,348248
-0.10,349440
-0.20,350628
-0.20,351820
-0.20,353008
-0.20,354200
-0.20,355388
-0.20,356580
-0.10,357768
-0.20,358960
-0.20,360148
-0.20,361340
-0.20,362528
-0.20,363720
-0.20,364908
-0.20,366100
-0.20,367288
-0.20,368480
-0.20,369676
-0.20,370860
-0.20,372048
-0.10,373240
-0.20,374428
-0.20,375620
-0.20,376808
-0.10,378000
-0.20,379188
-0.20,380380
-0.10,381568
-0.20,382760
-0.20,383948
-0.20,385140
-0.20,386328
-0.20,387520
-0.20,388708
-0.20,389900
-0.10,391088
-0.20,392280
-0.20,393468
-0.20,394660
-0.20,395848
-0.20,397040
-0.20,398228
-0.20,399420
-0.10,400608
-0.20,401800
-0.20,402988
-0.10,404180
-0.20,405368
-0.20,406560
-0.20,407748
-0.20,408940
-0.20,410128
-0.30,411320
-0.20,412508
-0.20,413704
-0.20,414888
-0.20,416080
-0.20,417268
-0.20,418460
-0.20,419648
-0.20,420840
-0.20,422028
-0.20,423220
-0.20,424408
-0.20,425600
-0.20,426788
-0.10,427980
-0.20,429168
-0.20,430360
-0.20,431548
-0.20,432740
-0.20,433928
-0.20,435120
-0.20,436308
-0.10,437500
-0.20,438688
-0.20,544896
-0.20,545496
-0.20,546124
-0.20,546744
-0.20,547376
-0.10,548004
-0.20,548624
-0.20,549256
-0.20,549876
-0.20,550512
-0.10,551532
-0.10,552720
-0.20,553912
-0.20,555100
-0.20,556292
-0.20,557480
-0.20,558672
-0.20,559860
-0.20,561052
-0.20,562240
-0.20,563432
-0.20,564620
-0.10,565812
-0.10,567000
-0.20,568192
-0.20,569380
-0.20,570572
-0.20,571760
-0.20,572952
-0.20,574140
-0.10,575332
-0.20,576528
-0.20,577712
-0.20,578900
-0.20,580092
-0.20,581280
-0.20,582472
-0.20,583660
-0.20,584852
-0.20,586040
-0.10,587232
-0.20,588420
-0.20,589612
-0.20,590800
-0.20,591992
-0.20,593180
-0.20,594372
-0.20,595560
-0.20,596752
-0.20,597940
-0.20,599132
-0.20,600320
-0.20,601512
-0.10,602700
-0.20,603892
-0.20,605080
-0.20,606272
-0.20,607460
-0.20,608652
-0.20,609840
-0.20,611032
-0.10,612220
-0.20,613412
-0.20,614600
-0.20,615792
-0.20,616980
-0.20,618172
-0.20,619360
-0.20,620556
-0.20,621740
-0.20,622932
-0.20,624120
-0.20,625312
-0.20,626500
-0.20,627692
-0.20,628880
-0.20,630072
-0.20,631260
-0.20,632452
-0.20,633640
-0.10,634832
-0.10,636020
-0.20,637212
-0.20,638400
-0.20,639592
-0.20,640780
-0.10,641972
-0.20,643160
-0.20,644352
-0.20,645540
-0.10,646732
-0.20,647920
-0.20,649112
-0.10,650300
-0.20,651492
-0.20,652680
-0.20,653872
-0.20,655060
-0.10,656252
-0.20,657440
-0.20,763680
-0.20,764300
-0.20,764920
-0.20,765548
-0.20,766184
-0.10,766804
-0.10,767432
-0.20,768068
-0.20,768684
-0.20,769320
-0.20,770332
-0.10,771524
-0.10,772716
-0.20,773904
-0.20,775092
-0.10,776284
-0.20,777476
-0.20,778664
-0.20,779856
-0.20,781044
-0.20,782236
-0.20,783424
-0.20,784616
-0.20,785804
-0.10,786996
-0.20,788184
-0.20,789376
-0.10,790564
-0.20,791756
-0.10,792944
-0.20,794136
-0.10,795324
-0.20,796516
-0.20,797712
-0.10,798896
-0.20,800084
-0.10,801276
-0.20,802464
-0.20,803652
-0.20,804844
-0.20,806036
-0.10,807224
-0.20,808416
-0.20,809604
-0.10,810792
-0.20,811984
-0.20,813176
-0.20,814364
-0.20,815556
-0.20,816744
-0.20,817936
-0.10,819124
-0.20,820316
-0.20,821504
-0.10,822692
-0.20,823884
-0.20,825076
-0.20,826264
-0.20,827456
-0.20,828644
-0.20,829836
-0.20,831024
-0.20,832216
-0.20,833404
-0.10,834596
-0.10,835784
-0.20,836976
-0.20,838164
-0.20,839356
-0.20,840544
-0.20,841740
-0.30,842924
-0.20,844116
-0.20,845304
-0.10,846496
-0.10,847684
-0.20,848876
-0.20,850064
-0.20,851256
-0.10,852444
-0.20,853636
-0.20,854824
-0.20,856016
-0.20,857204
-0.20,858392
-0.10,859584
-0.20,860776
-0.20,861964
-0.10,863156
-0.20,864344
-0.20,865532
-0.20,866724
-0.20,867916
-0.10,869104
-0.20,870296
-0.10,871484
-0.20,872672
-0.20,873864
-0.20,875052
-0.20,876244
-0.20,982444
-0.20,983064
-0.20,983680
-0.10,984308
-0.20,984936
-0.20,985564
-0.10,986200
-0.20,986820
-0.10,987444
-0.20,988072
-0.20,989092
-0.10,990280
-0.20,991472
-0.20,992660
-0.20,993852
-0.20,995040
-0.20,996232
-0.20,997420
-0.20,998612
-0.20,999800
-0.20,1000992
-0.20,1002268
-0.20,1003540
-0.20,1004816
-0.20,1006092
-0.20,1007368
-0.20,1008648
-0.20,1009916
-0.20,1011192
-0.20,1012468
-0.20,1013740
-0.20,1015016
-0.20,1016292
-0.20,1017568
-0.20,1018840
-0.20,1020116
-0.20,1021392
-0.20,1022668
-0.20,1023940
-0.20,1025216
-0.20,1026492
-0.20,1027768
-0.10,1029040
-0.20,1030316
-0.20,1031592
-0.20,1032868
-0.20,1034140
-0.20,1035416
-0.20,1036692
-0.20,1037968
-0.20,1039240
-0.20,1040516
-0.20,1041792
-0.10,1043068
-0.20,1044340
-0.10,1045616
-0.20,1046892
-0.20,1048168
-0.20,1049440
-0.20,1050716
-0.20,1051992
-0.20,1053268
-0.20,1054540
-0.20,1055816
-0.20,1057092
-0.20,1058368
-0.20,1059640
-0.20,1060916
-0.20,1062192
-0.20,1063468
-0.20,1064740
-0.20,1066016
-0.10,1067292
-0.20,1068568
-0.20,1069840
-0.20,1071120
-0.20,1072392
-0.10,1073668
-0.20,1074940
-0.20,1076216
-0.10,1077492
-0.20,1078768
-0.20,1080040
-0.20,1081316
-0.20,1082592
-0.20,1083868
-0.20,1085140
-0.20,1086416
-0.20,1087692
-0.20,1088968
-0.20,1090240
-0.20,1091516
-0.10,1092792
-0.10,1094068
-0.20,1095340
-0.20,1096616
-0.20,1097892
-0.20,1099168
-0.20,1100440
-0.20,1101716
-0.10,1207972
-0.20,1208632
-0.20,1209308
-0.20,1209988
-0.20,1210668
-0.20,1211340
-0.20,1212020
-0.20,1212700
-0.20,1213368
-0.20,1214232
-0.20,1215504
-0.20,1216780
-0.30,1218056
-0.20,1219332
-0.20,1220604
-0.20,1221880
-0.20,1223156
-0.20,1224432
-0.20,1225704
-0.20,1226980
-0.20,1228256
-0.20,1229532
-0.20,1230804
-0.20,1232080
-0.20,1233356
-0.20,1234632
-0.20,1235904
-0.20,1237180
-0.20,1238456
-0.20,1239732
-0.20,1241004
-0.20,1242280
-0.20,1243556
-0.20,1244832
-0.20,1246104
-0.20,1247380
-0.20,1248656
