sensor_id,timestamp,value
0,1636630248,185
0,1636630251,185
0,1636630254,185
0,1636630257,185
0,1636630260,185
0,1636630263,185
0,1636630266,185
0,1636630269,185
0,1636630272,185
0,1636630275,185
0,1636630278,185
0,1636630281,185
0,1636630284,185
0,1636630287,184
0,1636630290,184
0,1636630293,184
0,1636630296,184
0,1636630299,184
0,1636630302,184
0,1636630305,185
0,1636630308,185
0,1636630311,184
0,1636630314,184
0,1636630317,184
0,1636630320,184
0,1636630323,184
0,1636630326,184
0,1636630329,185
0,1636630332,185
0,1636630335,185
0,1636630338,185
0,1636630341,185
0,1636630344,184
0,1636630347,184
0,1636630350,184
0,1636630353,184
0,1636630356,184
0,1636630359,184
0,1636630362,184
0,1636630365,184
0,1636630368,184
0,1636630371,184
0,1636630374,184
0,1636630377,184
0,1636630380,184
0,1636630383,184
0,1636630386,184
0,1636630389,184
0,1636630392,185
0,1636630395,184
0,1636630398,184
0,1636630401,185
0,1636630404,185
0,1636630407,185
0,1636630410,184
0,1636630413,184
0,1636630417,185
0,1636630420,184
0,1636630423,184
0,1636630426,184
0,1636630429,184
0,1636630432,184
0,1636630435,184
0,1636630438,184
0,1636630441,184
0,1636630444,184
0,1636630447,184
0,1636630450,184
0,1636630453,184
0,1636630456,184
0,1636630459,184
0,1636630462,184
0,1636630465,184
0,1636630468,184
0,1636630471,184
0,1636630474,184
0,1636630477,184
0,1636630480,184
0,1636630483,184
0,1636630486,184
0,1636630489,184
0,1636630492,184
0,1636630495,184
0,1636630498,184
0,1636630501,184
0,1636630504,184
0,1636630507,184
0,1636630510,184
0,1636630513,184
0,1636630516,184
0,1636630519,184
0,1636630522,184
0,1636630525,183
0,1636630528,183
0,1636630531,183
0,1636630534,183
0,1636630537,183
0,1636630540,184
0,1636630543,184
0,1636630546,185
0,1636630549,185
0,1636630552,185
0,1636630555,185
0,1636630558,184
0,1636630561,185
0,1636630564,185
0,1636630567,185
0,1636630570,185
0,1636630573,185
0,1636630576,185
0,1636630579,185
0,1636630582,185
