sensor_id,timestamp,value
0,1636630586,185
0,1636630589,185
0,1636630592,185
0,1636630595,185
0,1636630598,185
0,1636630601,185
0,1636630604,185
0,1636630607,185
0,1636630610,185
0,1636630613,185
0,1636630616,185
0,1636630619,186
0,1636630622,185
0,1636630625,185
0,1636630628,185
0,1636630631,185
0,1636630634,185
0,1636630637,185
0,1636630640,185
0,1636630643,185
0,1636630646,185
0,1636630649,185
0,1636630652,185
0,1636630655,184
0,1636630658,185
0,1636630661,184
0,1636630664,185
0,1636630667,185
0,1636630670,185
0,1636630673,184
0,1636630676,184
0,1636630679,184
0,1636630682,184
0,1636630685,184
0,1636630688,184
0,1636630691,184
0,1636630694,184
0,1636630697,184
0,1636630700,184
0,1636630703,184
0,1636630706,184
0,1636630709,184
0,1636630712,184
0,1636630715,184
0,1636630718,184
0,1636630721,184
0,1636630724,184
0,1636630727,184
0,1636630730,184
0,1636630733,184
0,1636630736,184
0,1636630739,184
0,1636630742,184
0,1636630745,184
0,1636630748,184
0,1636630751,184
0,1636630755,185
0,1636630758,184
0,1636630761,184
0,1636630764,184
0,1636630767,184
0,1636630770,184
0,1636630773,184
0,1636630776,184
0,1636630779,184
0,1636630782,184
0,1636630785,184
0,1636630788,184
0,1636630791,184
0,1636630794,184
0,1636630797,184
0,1636630800,184
0,1636630803,184
0,1636630806,184
0,1636630809,184
0,1636630812,184
0,1636630815,184
0,1636630818,184
0,1636630821,184
0,1636630824,184
0,1636630827,184
0,1636630830,184
0,1636630833,184
0,1636630836,184
0,1636630839,184
0,1636630842,184
0,1636630845,184
0,1636630848,184
0,1636630851,184
0,1636630854,184
0,1636630857,184
0,1636630860,184
0,1636630863,184
0,1636630866,184
0,1636630869,184
0,1636630872,184
0,1636630875,184
0,1636630878,184
0,1636630881,184
0,1636630884,184
0,1636630887,184
0,1636630890,184
0,1636630893,184
0,1636630896,184
0,1636630899,184
0,1636630902,184
0,1636630905,184
0,1636630908,184
0,1636630911,184
0,1636630914,184
0,1636630917,183
0,1636630920,183
