#;t;EC.Gravity
11;546432;249.023
12;590036;229.492
13;619504;239.258
14;632070;249.023
15;1146326;249.023
16;1190622;258.789
17;1222990;253.906
18;1234292;292.969
19;1252277;258.789
40;2635102;2197.266
41;2657835;2211.914
42;2680403;2197.266
43;2706013;2207.031
44;2740533;2236.328
