#;t;TDS.Gravity.2
1;59010;1362.305
4;344745;1386.719
5;362719;1391.602
25;1497023;1352.539
26;1531074;1352.539
27;1557035;1352.539
28;1567501;1347.656
29;1588279;1337.891
30;2258343;1977.539
31;2293877;1997.070
32;2353283;1997.070
33;2371811;2001.953
34;2386307;1997.070
