Reading ADS1x15 values, press Ctrl-C to quit...
And send Data to Firebase Using Raspberry Pi
—————————————-

|      0 |      1 |      2 |      3 |
|      4 |    279 |   1645 |    733 |
|      4 |    282 |   1645 |    745 |
|      4 |    272 |   1645 |    734 |
|      4 |    299 |   1645 |    743 |
|      4 |    308 |   1645 |    733 |
|      4 |    266 |   1645 |    742 |
|      4 |    304 |   1645 |    734 |
|      4 |    297 |   1645 |    744 |
|      4 |    271 |   1645 |    734 |
|      4 |    297 |   1645 |    744 |
|      4 |    263 |   1645 |    744 |
|      4 |    280 |   1645 |    732 |
|      4 |    296 |   1645 |    744 |
|      4 |    306 |   1645 |    733 |
|      4 |    267 |   1645 |    739 |
|      4 |    277 |   1645 |    745 |
|      4 |    300 |   1645 |    732 |
|      4 |    264 |   1645 |    744 |
|      4 |    297 |   1645 |    744 |
|      4 |    277 |   1645 |    733 |
|      4 |    268 |   1645 |    745 |
|      4 |    299 |   1645 |    743 |
|      4 |    265 |   1645 |    744 |
|      4 |    305 |   1645 |    737 |
|      4 |    270 |   1645 |    734 |
|      4 |    297 |   1645 |    744 |
|      4 |    269 |   1645 |    739 |
|      4 |    266 |   1645 |    745 |
|      4 |    304 |   1645 |    741 |
|      4 |    297 |   1645 |    732 |
|      4 |    308 |   1645 |    737 |
|      4 |    304 |   1645 |    740 |
|      4 |    271 |   1645 |    735 |
|      4 |    263 |   1645 |    744 |
|      4 |    266 |   1645 |    745 |
|      4 |    302 |   1645 |    742 |
|      4 |    301 |   1645 |    741 |
|      4 |    305 |   1645 |    741 |
|      4 |    273 |   1645 |    734 |
|      4 |    292 |   1645 |    745 |
|      4 |    304 |   1645 |    733 |
|      4 |    273 |   1645 |    734 |
|      4 |    300 |   1645 |    744 |
|      4 |    303 |   1645 |    732 |
|      4 |    263 |   1645 |    745 |
|      4 |    297 |   1645 |    732 |
|      4 |    296 |   1645 |    732 |
|      4 |    269 |   1645 |    736 |
|      4 |    284 |   1645 |    745 |
|      4 |    303 |   1645 |    740 |
|      4 |    282 |   1645 |    732 |
|      4 |    268 |   1645 |    741 |
|      4 |    304 |   1645 |    741 |
|      4 |    304 |   1645 |    737 |
|      4 |    306 |   1645 |    733 |
|      4 |    305 |   1645 |    735 |
|      4 |    273 |   1645 |    733 |
|      4 |    266 |   1645 |    738 |
|      4 |    266 |   1645 |    740 |
|      4 |    303 |   1645 |    742 |
|      4 |    303 |   1645 |    742 |
|      4 |    288 |   1645 |    732 |
|      4 |    305 |   1645 |    732 |
|      4 |    271 |   1645 |    735 |
|      4 |    263 |   1645 |    745 |
|      4 |    282 |   1645 |    745 |
|      4 |    300 |   1645 |    732 |
|      4 |    266 |   1645 |    738 |
|      4 |    264 |   1645 |    745 |
|      4 |    290 |   1645 |    745 |
|      4 |    305 |   1645 |    732 |
|      4 |    263 |   1645 |    745 |
|      4 |    304 |   1645 |    736 |
|      4 |    288 |   1645 |    732 |
|      4 |    273 |   1645 |    733 |
|      4 |    295 |   1645 |    744 |
|      4 |    267 |   1645 |    740 |
|      4 |    270 |   1645 |    735 |
|      4 |    267 |   1645 |    737 |
|      4 |    269 |   1645 |    745 |
|      4 |    307 |   1645 |    738 |
|      4 |    302 |   1645 |    732 |
|      4 |    270 |   1645 |    735 |
|      4 |    291 |   1645 |    745 |
|      4 |    297 |   1645 |    744 |
|      4 |    304 |   1645 |    735 |
|      4 |    307 |   1645 |    733 |
|      4 |    306 |   1645 |    733 |
|      4 |    303 |   1645 |    732 |
|      4 |    307 |   1645 |    734 |
|      4 |    297 |   1645 |    732 |
|      4 |    267 |   1645 |    741 |
|      4 |    266 |   1645 |    745 |
|      4 |    268 |   1645 |    745 |
|      4 |    305 |   1645 |    732 |
|      4 |    265 |   1645 |    739 |
|      4 |    266 |   1645 |    744 |
|      4 |    265 |   1645 |    745 |
|      4 |    301 |   1645 |    743 |
|      4 |    273 |   1645 |    733 |
|      4 |    306 |   1645 |    733 |
|      4 |    273 |   1645 |    733 |
|      4 |    290 |   1645 |    745 |
|      4 |    306 |   1645 |    733 |
|      4 |    269 |   1645 |    735 |
|      4 |    265 |   1645 |    745 |
|      4 |    304 |   1645 |    739 |
|      4 |    307 |   1645 |    736 |
|      4 |    305 |   1645 |    735 |
|      4 |    305 |   1645 |    732 |
|      4 |    308 |   1645 |    735 |
|      4 |    304 |   1645 |    732 |
|      4 |    270 |   1645 |    735 |
|      4 |    265 |   1645 |    741 |
|      4 |    304 |   1645 |    740 |
|      4 |    303 |   1645 |    732 |
|      4 |    269 |   1645 |    736 |
|      4 |    271 |   1645 |    745 |
|      4 |    265 |   1645 |    738 |
|      4 |    263 |   1645 |    745 |
|      4 |    302 |   1645 |    741 |
|      4 |    303 |   1645 |    739 |
|      4 |    278 |   1645 |    745 |
|      4 |    298 |   1645 |    743 |
|      4 |    273 |   1645 |    733 |
|      4 |    304 |   1645 |    732 |
|      4 |    265 |   1645 |    745 |
|      4 |    284 |   1645 |    732 |
|      4 |    266 |   1645 |    743 |
|      4 |    304 |   1645 |    740 |
|      4 |    270 |   1645 |    734 |
|      4 |    265 |   1645 |    745 |
|      4 |    304 |   1645 |    733 |
|      4 |    265 |   1645 |    739 |
|      4 |    268 |   1645 |    745 |
|      4 |    306 |   1645 |    737 |
|      4 |    272 |   1645 |    733 |
|      4 |    290 |   1645 |    745 |
|      4 |    303 |   1645 |    732 |
|      4 |    274 |   1645 |    733 |
|      4 |    267 |   1645 |    742 |
|      4 |    264 |   1645 |    744 |
|      4 |    302 |   1645 |    742 |
|      4 |    272 |   1645 |    733 |
|      4 |    279 |   1645 |    732 |
|      4 |    263 |   1645 |    745 |
|      4 |    304 |   1645 |    742 |
|      4 |    273 |   1645 |    733 |
|      4 |    282 |   1645 |    732 |
|      4 |    271 |   1645 |    733 |
|      4 |    298 |   1645 |    743 |
|      4 |    305 |   1645 |    732 |
|      4 |    273 |   1645 |    734 |
|      4 |    279 |   1645 |    745 |
|      4 |    304 |   1645 |    733 |
|      4 |    270 |   1645 |    734 |
|      4 |    293 |   1645 |    744 |
|      4 |    302 |   1645 |    732 |
|      4 |    267 |   1645 |    740 |
|      4 |    299 |   1645 |    742 |
|      4 |    268 |   1645 |    739 |
|      4 |    278 |   1645 |    745 |
|      4 |    307 |   1645 |    733 |
|      4 |    277 |   1645 |    733 |
|      4 |    265 |   1645 |    744 |
|      4 |    300 |   1645 |    744 |
|      4 |    306 |   1645 |    733 |
|      4 |    288 |   1645 |    732 |
|      4 |    278 |   1645 |    733 |
|      4 |    266 |   1645 |    742 |
|      4 |    265 |   1645 |    744 |
|      4 |    263 |   1645 |    744 |
|      4 |    266 |   1645 |    745 |
|      4 |    271 |   1645 |    745 |
|      4 |    303 |   1645 |    742 |
|      4 |    305 |   1645 |    733 |
|      4 |    301 |   1645 |    743 |
|      4 |    302 |   1645 |    742 |
|      4 |    302 |   1645 |    741 |
|      4 |    268 |   1645 |    745 |
|      4 |    266 |   1645 |    745 |
|      4 |    264 |   1645 |    742 |
|      4 |    268 |   1645 |    739 |
|      4 |    263 |   1645 |    744 |
|      4 |    265 |   1645 |    744 |
|      4 |    269 |   1645 |    739 |
|      4 |    269 |   1645 |    736 |
|      4 |    266 |   1645 |    742 |
|      4 |    265 |   1645 |    745 |
|      4 |    264 |   1645 |    744 |
|      4 |    265 |   1645 |    744 |
|      4 |    303 |   1645 |    742 |
|      4 |    292 |   1645 |    745 |
|      4 |    301 |   1645 |    741 |
|      4 |    306 |   1645 |    732 |
|      4 |    306 |   1645 |    732 |
|      4 |    272 |   1645 |    735 |
|      4 |    264 |   1645 |    744 |
|      4 |    270 |   1645 |    735 |
|      4 |    268 |   1645 |    739 |
|      4 |    300 |   1645 |    743 |
|      4 |    303 |   1645 |    732 |
|      4 |    273 |   1645 |    733 |
|      4 |    266 |   1645 |    739 |
|      4 |    268 |   1645 |    739 |
|      4 |    265 |   1645 |    741 |
|      4 |    299 |   1645 |    743 |
|      4 |    306 |   1645 |    733 |
|      4 |    299 |   1645 |    744 |
|      4 |    303 |   1645 |    738 |
|      4 |    300 |   1645 |    742 |
|      4 |    305 |   1645 |    740 |
|      4 |    305 |   1645 |    733 |
|      4 |    265 |   1645 |    745 |
|      4 |    288 |   1645 |    745 |
|      4 |    306 |   1645 |    735 |
|      4 |    266 |   1645 |    744 |
|      4 |    294 |   1645 |    745 |
|      4 |    301 |   1645 |    743 |
|      4 |    307 |   1645 |    736 |
|      4 |    271 |   1645 |    733 |
|      4 |    265 |   1645 |    745 |
|      4 |    295 |   1645 |    744 |
|      4 |    264 |   1645 |    745 |
|      4 |    299 |   1645 |    744 |
|      4 |    304 |   1645 |    733 |
|      4 |    298 |   1645 |    743 |
|      4 |    269 |   1645 |    739 |
|      4 |    271 |   1645 |    745 |
|      4 |    304 |   1645 |    737 |
|      4 |    273 |   1645 |    733 |
|      4 |    302 |   1645 |    741 |
|      4 |    297 |   1645 |    732 |
|      4 |    271 |   1645 |    733 |
|      4 |    266 |   1645 |    738 |
|      4 |    266 |   1645 |    744 |
|      4 |    284 |   1645 |    745 |
|      4 |    308 |   1645 |    734 |
|      4 |    306 |   1645 |    733 |
|      4 |    282 |   1645 |    732 |
|      4 |    270 |   1645 |    736 |
|      4 |    273 |   1645 |    734 |
|      4 |    265 |   1645 |    740 |
|      4 |    286 |   1645 |    745 |
|      4 |    307 |   1645 |    736 |
|      4 |    266 |   1645 |    738 |
|      4 |    299 |   1645 |    744 |
|      4 |    293 |   1645 |    732 |
|      4 |    276 |   1645 |    745 |
|      4 |    297 |   1645 |    744 |
|      4 |    300 |   1645 |    732 |
|      4 |    272 |   1645 |    735 |
|      4 |    270 |   1645 |    745 |
|      4 |    299 |   1645 |    732 |
|      4 |    265 |   1645 |    741 |
|      4 |    300 |   1645 |    743 |
|      4 |    295 |   1645 |    732 |
|      4 |    271 |   1645 |    736 |
|      4 |    273 |   1645 |    734 |
|      4 |    266 |   1645 |    738 |
|      4 |    267 |   1645 |    740 |
|      4 |    307 |   1645 |    737 |
|      4 |    274 |   1645 |    733 |
|      4 |    266 |   1645 |    744 |
|      4 |    265 |   1645 |    741 |
|      4 |    272 |   1645 |    745 |
|      4 |    304 |   1645 |    734 |
|      4 |    268 |   1645 |    738 |
|      4 |    282 |   1645 |    745 |
|      4 |    285 |   1645 |    745 |
|      4 |    305 |   1645 |    738 |
|      4 |    273 |   1645 |    733 |
|      4 |    270 |   1645 |    736 |
|      4 |    299 |   1645 |    744 |
|      4 |    304 |   1645 |    738 |
|      4 |    269 |   1645 |    737 |
|      4 |    268 |   1645 |    737 |
|      4 |    305 |   1645 |    735 |
|      4 |    281 |   1645 |    732 |
|      4 |    263 |   1645 |    745 |
|      4 |    304 |   1645 |    737 |
|      4 |    297 |   1645 |    732 |
|      4 |    267 |   1645 |    737 |
|      4 |    304 |   1645 |    733 |
|      4 |    284 |   1645 |    732 |
|      4 |    268 |   1645 |    739 |
|      4 |    265 |   1645 |    745 |
|      4 |    304 |   1645 |    742 |
|      4 |    298 |   1645 |    744 |
|      4 |    307 |   1645 |    732 |
|      4 |    263 |   1645 |    742 |
|      4 |    281 |   1645 |    745 |
|      4 |    301 |   1645 |    743 |
|      4 |    307 |   1645 |    733 |
|      4 |    307 |   1645 |    735 |
|      4 |    303 |   1645 |    732 |
|      4 |    268 |   1645 |    736 |
|      4 |    269 |   1645 |    738 |
|      4 |    266 |   1645 |    743 |
|      4 |    289 |   1645 |    732 |
|      4 |    272 |   1645 |    735 |
|      4 |    269 |   1645 |    735 |
|      4 |    272 |   1645 |    745 |
|      4 |    283 |   1645 |    745 |
|      4 |    297 |   1645 |    744 |
|      4 |    303 |   1645 |    741 |
|      4 |    298 |   1645 |    732 |
|      4 |    293 |   1645 |    745 |
|      4 |    293 |   1645 |    732 |
|      4 |    298 |   1645 |    744 |
|      4 |    305 |   1645 |    738 |
|      4 |    271 |   1645 |    735 |
|      4 |    284 |   1645 |    745 |
|      4 |    305 |   1645 |    732 |
|      4 |    267 |   1645 |    740 |
|      4 |    299 |   1645 |    742 |
|      4 |    298 |   1645 |    743 |
|      4 |    301 |   1645 |    740 |
|      4 |    271 |   1645 |    736 |
|      4 |    269 |   1645 |    736 |
|      4 |    305 |   1645 |    734 |
|      4 |    264 |   1645 |    744 |
|      4 |    308 |   1645 |    733 |
|      4 |    265 |   1645 |    742 |
|      4 |    293 |   1645 |    745 |
|      4 |    306 |   1645 |    733 |
|      4 |    299 |   1645 |    744 |
|      4 |    287 |   1645 |    745 |
|      4 |    272 |   1645 |    733 |
|      4 |    262 |   1645 |    745 |
|      4 |    263 |   1645 |    744 |
|      4 |    307 |   1645 |    738 |
|      4 |    306 |   1645 |    734 |
|      4 |    269 |   1645 |    737 |
|      4 |    302 |   1645 |    741 |
|      4 |    269 |   1645 |    736 |
|      4 |    288 |   1645 |    745 |
|      4 |    296 |   1645 |    732 |
|      4 |    274 |   1645 |    745 |
|      4 |    307 |   1645 |    733 |
|      4 |    268 |   1645 |    745 |
|      4 |    293 |   1645 |    744 |
|      4 |    272 |   1645 |    733 |
|      4 |    278 |   1645 |    745 |
|      4 |    304 |   1645 |    733 |
|      4 |    293 |   1645 |    744 |
|      4 |    306 |   1645 |    732 |
|      4 |    266 |   1645 |    743 |
|      4 |    300 |   1645 |    743 |
|      4 |    280 |   1645 |    732 |
|      4 |    265 |   1645 |    745 |
|      4 |    303 |   1645 |    738 |
|      4 |    272 |   1645 |    733 |
|      4 |    266 |   1645 |    745 |
|      4 |    297 |   1645 |    743 |
|      4 |    264 |   1645 |    745 |
|      4 |    298 |   1645 |    743 |
|      4 |    306 |   1645 |    735 |
|      4 |    266 |   1645 |    739 |
|      4 |    303 |   1645 |    740 |
|      4 |    268 |   1645 |    738 |
|      4 |    282 |   1645 |    745 |
|      4 |    305 |   1645 |    737 |
|      4 |    268 |   1645 |    737 |
|      4 |    266 |   1645 |    744 |
|      4 |    267 |   1645 |    738 |
|      4 |    298 |   1645 |    743 |
|      4 |    273 |   1645 |    734 |
|      4 |    307 |   1645 |    737 |
|      4 |    270 |   1645 |    736 |
|      4 |    265 |   1645 |    742 |
|      4 |    305 |   1645 |    740 |
|      4 |    274 |   1645 |    734 |
|      4 |    265 |   1645 |    745 |
|      4 |    266 |   1645 |    738 |
|      4 |    308 |   1645 |    735 |
|      4 |    301 |   1645 |    742 |
|      4 |    266 |   1645 |    745 |
|      4 |    302 |   1645 |    742 |
|      4 |    305 |   1645 |    733 |
|      4 |    262 |   1645 |    744 |
|      4 |    303 |   1645 |    742 |
|      4 |    306 |   1645 |    732 |
|      4 |    268 |   1645 |    736 |
|      4 |    299 |   1645 |    743 |
|      4 |    298 |   1645 |    732 |
|      4 |    266 |   1645 |    744 |
|      4 |    306 |   1645 |    739 |
|      4 |    275 |   1645 |    733 |
|      4 |    299 |   1645 |    744 |
|      4 |    308 |   1645 |    733 |
|      4 |    268 |   1645 |    738 |
|      4 |    306 |   1645 |    733 |
|      4 |    266 |   1645 |    741 |
|      4 |    266 |   1645 |    744 |
|      4 |    305 |   1645 |    732 |
|      4 |    267 |   1645 |    745 |
|      4 |    299 |   1645 |    732 |
|      4 |    274 |   1645 |    745 |
|      4 |    264 |   1645 |    740 |
|      4 |    306 |   1645 |    733 |
|      4 |    265 |   1645 |    742 |
|      4 |    280 |   1645 |    745 |
|      4 |    286 |   1645 |    732 |
|      4 |    275 |   1645 |    745 |
|      4 |    305 |   1645 |    732 |
|      4 |    268 |   1645 |    738 |
|      4 |    291 |   1645 |    745 |
|      4 |    306 |   1645 |    732 |
|      4 |    263 |   1645 |    744 |
|      4 |    264 |   1645 |    745 |
|      4 |    267 |   1645 |    740 |
|      4 |    307 |   1645 |    735 |
|      4 |    267 |   1645 |    740 |
|      4 |    303 |   1645 |    741 |
|      4 |    289 |   1645 |    732 |
|      4 |    266 |   1645 |    745 |
|      4 |    305 |   1645 |    740 |
|      4 |    307 |   1645 |    735 |
|      4 |    306 |   1645 |    733 |
|      4 |    271 |   1645 |    735 |
|      4 |    292 |   1645 |    745 |
|      4 |    274 |   1645 |    733 |
|      4 |    301 |   1645 |    743 |
|      4 |    301 |   1645 |    740 |
|      4 |    268 |   1645 |    738 |
|      4 |    270 |   1645 |    736 |
|      4 |    273 |   1645 |    734 |
|      4 |    305 |   1645 |    733 |
|      4 |    264 |   1645 |    744 |
|      4 |    272 |   1645 |    745 |
|      4 |    309 |   1645 |    734 |
|      4 |    271 |   1645 |    733 |
|      4 |    290 |   1645 |    745 |
|      4 |    304 |   1645 |    736 |
|      4 |    270 |   1645 |    736 |
|      4 |    301 |   1645 |    740 |
|      4 |    266 |   1645 |    744 |
|      4 |    293 |   1645 |    732 |
|      4 |    300 |   1645 |    741 |
|      4 |    272 |   1645 |    734 |
|      4 |    303 |   1645 |    742 |
|      4 |    264 |   1645 |    745 |
|      4 |    303 |   1645 |    741 |
|      4 |    269 |   1645 |    734 |
|      4 |    300 |   1645 |    742 |
|      4 |    273 |   1645 |    733 |
|      4 |    264 |   1645 |    743 |
|      4 |    304 |   1645 |    741 |
|      4 |    272 |   1645 |    734 |
|      4 |    302 |   1645 |    739 |
|      4 |    282 |   1645 |    732 |
|      4 |    268 |   1645 |    745 |
|      4 |    299 |   1645 |    744 |
|      4 |    270 |   1645 |    735 |
|      4 |    303 |   1645 |    742 |
|      4 |    271 |   1645 |    734 |
|      4 |    306 |   1645 |    733 |
|      4 |    264 |   1645 |    745 |
|      4 |    295 |   1645 |    732 |
|      4 |    271 |   1645 |    745 |
|      4 |    268 |   1645 |    735 |
|      4 |    268 |   1645 |    745 |
|      4 |    305 |   1645 |    732 |
|      4 |    265 |   1645 |    739 |
|      4 |    304 |   1645 |    732 |
|      4 |    265 |   1645 |    745 |
|      4 |    307 |   1645 |    733 |
|      4 |    264 |   1645 |    743 |
|      4 |    299 |   1645 |    732 |
|      4 |    298 |   1645 |    744 |
|      4 |    270 |   1645 |    736 |
|      4 |    307 |   1645 |    735 |
|      4 |    268 |   1645 |    738 |
|      4 |    306 |   1645 |    733 |
|      4 |    269 |   1645 |    735 |
|      4 |    300 |   1645 |    741 |
|      4 |    292 |   1645 |    744 |
|      4 |    268 |   1645 |    738 |
|      4 |    303 |   1645 |    732 |
|      4 |    266 |   1645 |    744 |
|      4 |    298 |   1645 |    732 |
|      4 |    284 |   1645 |    745 |
|      4 |    278 |   1645 |    732 |
|      4 |    300 |   1645 |    743 |
|      4 |    292 |   1645 |    732 |
|      4 |    266 |   1645 |    738 |
|      4 |    305 |   1645 |    737 |
|      4 |    266 |   1645 |    742 |
|      4 |    307 |   1645 |    737 |
|      4 |    264 |   1645 |    741 |
|      4 |    268 |   1645 |    737 |
|      4 |    307 |   1645 |    734 |
|      4 |    265 |   1645 |    743 |
|      4 |    303 |   1645 |    732 |
|      4 |    279 |   1645 |    745 |
|      4 |    304 |   1645 |    732 |
|      4 |    264 |   1645 |    744 |
|      4 |    307 |   1645 |    735 |
|      4 |    271 |   1645 |    734 |
|      4 |    297 |   1645 |    732 |
|      4 |    267 |   1645 |    742 |
|      4 |    287 |   1645 |    745 |
|      4 |    305 |   1645 |    735 |
|      4 |    272 |   1645 |    734 |
|      4 |    290 |   1645 |    732 |
|      4 |    298 |   1645 |    743 |
|      4 |    307 |   1645 |    733 |
|      4 |    267 |   1645 |    738 |
|      4 |    303 |   1645 |    740 |
|      4 |    275 |   1645 |    733 |
|      4 |    270 |   1645 |    745 |
|      4 |    304 |   1645 |    732 |
|      4 |    265 |   1645 |    744 |
|      4 |    267 |   1645 |    736 |
|      4 |    300 |   1645 |    743 |
|      4 |    271 |   1645 |    734 |
|      4 |    305 |   1645 |    732 |
|      4 |    267 |   1645 |    745 |
|      4 |    304 |   1645 |    737 |
|      4 |    265 |   1645 |    744 |
|      4 |    308 |   1645 |    736 |
|      4 |    268 |   1645 |    735 |
|      4 |    296 |   1645 |    744 |
|      4 |    268 |   1645 |    735 |
|      4 |    307 |   1645 |    735 |
|      4 |    305 |   1645 |    732 |
|      4 |    264 |   1645 |    745 |
|      4 |    305 |   1645 |    734 |
|      4 |    269 |   1645 |    737 |
|      4 |    289 |   1645 |    745 |
|      4 |    290 |   1645 |    745 |
|      4 |    305 |   1645 |    734 |
|      4 |    305 |   1645 |    732 |
|      4 |    275 |   1645 |    732 |
|      4 |    283 |   1645 |    745 |
|      4 |    304 |   1645 |    737 |
|      4 |    270 |   1645 |    736 |
|      4 |    299 |   1645 |    744 |
|      4 |    291 |   1645 |    732 |
|      4 |    273 |   1645 |    734 |
|      4 |    264 |   1645 |    742 |
|      4 |    266 |   1645 |    745 |
|      4 |    305 |   1645 |    736 |
|      4 |    270 |   1645 |    735 |
|      4 |    266 |   1645 |    744 |
|      4 |    306 |   1645 |    735 |
|      4 |    273 |   1645 |    733 |
|      4 |    265 |   1645 |    745 |
|      4 |    297 |   1645 |    732 |
|      4 |    265 |   1645 |    740 |
|      4 |    305 |   1645 |    732 |
|      4 |    266 |   1645 |    742 |
|      4 |    302 |   1645 |    742 |
|      4 |    270 |   1645 |    735 |
|      4 |    302 |   1645 |    742 |
|      4 |    268 |   1645 |    738 |
|      4 |    300 |   1645 |    741 |
|      4 |    272 |   1645 |    734 |
|      4 |    271 |   1645 |    735 |
|      4 |    294 |   1645 |    744 |
|      4 |    307 |   1645 |    735 |
|      4 |    268 |   1645 |    739 |
|      4 |    299 |   1645 |    743 |
|      4 |    305 |   1645 |    733 |
|      4 |    297 |   1645 |    744 |
|      4 |    301 |   1645 |    732 |
|      4 |    268 |   1645 |    736 |
|      4 |    298 |   1645 |    743 |
|      4 |    296 |   1645 |    732 |
|      4 |    264 |   1645 |    741 |
|      4 |    301 |   1645 |    743 |
|      4 |    302 |   1645 |    732 |
|      4 |    266 |   1645 |    744 |
|      4 |    308 |   1645 |    733 |
|      4 |    268 |   1645 |    738 |
|      4 |    273 |   1645 |    733 |
|      4 |    263 |   1645 |    745 |
|      4 |    306 |   1645 |    732 |
|      4 |    264 |   1645 |    744 |
|      4 |    303 |   1645 |    739 |
|      4 |    286 |   1645 |    732 |
|      4 |    270 |   1645 |    735 |
|      4 |    292 |   1645 |    744 |
|      4 |    285 |   1645 |    732 |
|      4 |    299 |   1645 |    743 |
|      4 |    275 |   1645 |    732 |
|      4 |    304 |   1645 |    732 |
|      4 |    263 |   1645 |    744 |
|      4 |    265 |   1645 |    744 |
|      4 |    302 |   1645 |    742 |
|      4 |    273 |   1645 |    733 |
|      4 |    266 |   1645 |    742 |
|      4 |    301 |   1645 |    743 |
|      4 |    297 |   1645 |    744 |
|      4 |    299 |   1645 |    742 |
|      4 |    275 |   1645 |    733 |
|      4 |    304 |   1645 |    732 |
|      4 |    297 |   1645 |    732 |
|      4 |    307 |   1645 |    733 |
|      4 |    263 |   1645 |    744 |
|      4 |    263 |   1645 |    744 |
|      4 |    273 |   1645 |    733 |
|      4 |    265 |   1645 |    744 |
|      4 |    303 |   1645 |    732 |
|      4 |    263 |   1645 |    742 |
|      4 |    300 |   1645 |    741 |
|      4 |    303 |   1645 |    732 |
|      4 |    264 |   1645 |    745 |
|      4 |    304 |   1645 |    739 |
|      4 |    306 |   1645 |    734 |
|      4 |    264 |   1645 |    742 |
|      4 |    304 |   1645 |    737 |
|      4 |    275 |   1645 |    733 |
|      4 |    267 |   1645 |    740 |
|      4 |    304 |   1645 |    740 |
|      4 |    274 |   1645 |    733 |
|      4 |    264 |   1645 |    745 |
|      4 |    304 |   1645 |    732 |
|      4 |    271 |   1645 |    734 |
|      4 |    264 |   1645 |    745 |
|      4 |    307 |   1645 |    733 |
|      4 |    269 |   1645 |    737 |
|      4 |    296 |   1645 |    744 |
|      4 |    307 |   1645 |    735 |
|      4 |    307 |   1645 |    733 |
|      4 |    303 |   1645 |    741 |
|      4 |    299 |   1645 |    742 |
|      4 |    306 |   1645 |    736 |
|      4 |    307 |   1645 |    732 |
|      4 |    307 |   1645 |    735 |
|      4 |    285 |   1645 |    745 |
|      4 |    281 |   1645 |    732 |
|      4 |    265 |   1645 |    739 |
|      4 |    305 |   1645 |    736 |
|      4 |    307 |   1645 |    735 |
|      4 |    264 |   1645 |    744 |
|      4 |    307 |   1645 |    732 |
|      4 |    275 |   1645 |    733 |
|      4 |    276 |   1645 |    733 |
|      4 |    269 |   1645 |    745 |
|      4 |    299 |   1645 |    732 |
|      4 |    264 |   1645 |    745 |
|      4 |    302 |   1645 |    740 |
|      4 |    294 |   1645 |    732 |
|      4 |    264 |   1645 |    745 |
|      4 |    293 |   1645 |    732 |
|      4 |    263 |   1645 |    745 |
|      4 |    305 |   1645 |    734 |
|      4 |    263 |   1645 |    744 |
|      4 |    265 |   1645 |    745 |
|      4 |    304 |   1645 |    732 |
|      4 |    264 |   1645 |    741 |
|      4 |    263 |   1645 |    744 |
|      4 |    303 |   1645 |    738 |
|      4 |    302 |   1645 |    732 |
|      4 |    271 |   1645 |    745 |
|      4 |    263 |   1645 |    744 |
|      4 |    305 |   1645 |    737 |
|      4 |    290 |   1645 |    732 |
|      4 |    266 |   1645 |    744 |
|      4 |    289 |   1645 |    744 |
|      4 |    303 |   1645 |    732 |
|      4 |    268 |   1645 |    745 |
|      4 |    306 |   1645 |    737 |
|      4 |    265 |   1645 |    745 |
|      4 |    307 |   1645 |    735 |
|      4 |    275 |   1645 |    733 |
|      4 |    266 |   1645 |    738 |
|      4 |    265 |   1645 |    744 |
|      4 |    290 |   1645 |    732 |
|      4 |    265 |   1645 |    742 |
|      4 |    308 |   1645 |    734 |
|      4 |    274 |   1645 |    733 |
|      4 |    306 |   1645 |    732 |
|      4 |    269 |   1645 |    745 |
|      4 |    289 |   1645 |    745 |
|      4 |    296 |   1645 |    744 |
|      4 |    266 |   1645 |    745 |
|      4 |    265 |   1645 |    744 |
|      4 |    266 |   1645 |    743 |
|      4 |    297 |   1645 |    744 |
|      4 |    302 |   1645 |    732 |
|      4 |    272 |   1645 |    733 |
|      4 |    266 |   1645 |    741 |
|      4 |    266 |   1645 |    745 |
|      4 |    304 |   1645 |    736 |
|      4 |    267 |   1645 |    739 |
|      4 |    303 |   1645 |    740 |
|      4 |    280 |   1645 |    732 |
|      4 |    266 |   1645 |    744 |
|      4 |    300 |   1645 |    741 |
|      4 |    296 |   1645 |    732 |
|      4 |    273 |   1645 |    733 |
|      4 |    268 |   1645 |    736 |
|      4 |    285 |   1645 |    744 |
|      4 |    297 |   1645 |    743 |
|      4 |    306 |   1645 |    734 |
|      4 |    272 |   1645 |    733 |
|      4 |    266 |   1645 |    744 |
|      4 |    264 |   1645 |    745 |
|      4 |    277 |   1645 |    745 |
|      4 |    263 |   1645 |    744 |
|      4 |    289 |   1645 |    745 |
|      4 |    296 |   1645 |    744 |
|      4 |    303 |   1645 |    741 |
|      4 |    298 |   1645 |    744 |
|      4 |    304 |   1645 |    735 |
|      4 |    308 |   1645 |    732 |
|      4 |    288 |   1645 |    732 |
|      4 |    270 |   1645 |    735 |
|      4 |    265 |   1645 |    744 |
|      4 |    296 |   1645 |    744 |
|      4 |    301 |   1645 |    743 |
|      4 |    302 |   1645 |    740 |
|      4 |    306 |   1645 |    737 |
|      4 |    305 |   1645 |    735 |
|      4 |    273 |   1645 |    733 |
|      4 |    300 |   1645 |    743 |
|      4 |    304 |   1645 |    741 |
|      4 |    298 |   1645 |    743 |
|      4 |    305 |   1645 |    739 |
|      4 |    301 |   1645 |    742 |
|      4 |    277 |   1645 |    732 |
|      4 |    266 |   1645 |    744 |
|      4 |    270 |   1645 |    736 |
|      4 |    308 |   1645 |    736 |
|      4 |    265 |   1645 |    741 |
|      4 |    268 |   1645 |    737 |
|      4 |    269 |   1645 |    735 |
|      4 |    268 |   1645 |    735 |
|      4 |    271 |   1645 |    733 |
|      4 |    298 |   1645 |    744 |
